10/4/2017,Knack 2 and SteamWorld Dig 2,"PS4 » Platformer » Beat-'em-Up (Knack 2), Switch » Action Adventure » Platformer » 2D (SteamWorld Dig 2)",,
4/18/2012,Silent Hill: Downpour,PlayStation 3 » Action Adventure » Horror,,
4/11/2012,Ninja Gaiden 3,Xbox 360 » Action » Platformer » 3D,,
4/4/2012,Yakuza: Dead Souls,PlayStation 3 » Action Adventure » Modern,,
3/28/2012,Twisted Metal,PlayStation 3 » Driving » Car Combat,,
3/21/2012,Mass Effect 3,Xbox 360 » Role-Playing » Action RPG,,
3/14/2012,Syndicate,PC » Action » General,,
3/7/2012,NeverDead,PlayStation 3 » Action Adventure » Horror,,
2/29/2012,Kingdoms of Amalur: Reckoning,Xbox 360 » Role-Playing » Action RPG,,
2/22/2012,Darkness 2,PlayStation 3 » Action » Shooter » First-Person » Sci-Fi,,
2/15/2012,Resident Evil: Revelations,3DS » Action Adventure » Horror,,
2/8/2012,Amy,Xbox 360 » Action Adventure » Horror,,
2/1/2012,Star Wars: The Old Republic,PC » Role-Playing » Massively Multiplayer Online » Sci-Fi,,
1/25/2012,Sonic Generations,Xbox 360 » Action » Platformer » 2D/3D,,
1/18/2012,Super Mario 3D Land & Rayman Origins,3DS » Action » Platformer » 3D & PlayStation 3 » Action » Platformer » 2D,,
1/11/2012,Top 5 of 2011,N/A,,
1/4/2012,Serious Sam 3: BFE,PC » Action » Shooter » First-Person » Sci-Fi,,
12/21/2011,The Legend of Zelda: Skyward Sword,Wii » Action Adventure » Fantasy,,
12/14/2011,Assassin's Creed: Revelations,PlayStation 3 » Action Adventure » Historic,,
12/7/2011,Saints Row: The Third,Xbox 360 » Action Adventure » Modern,,
11/30/2011,The Elder Scrolls V: Skyrim,PlayStation 3 » Role-Playing » First-Person,,
11/23/2011,Call of Duty: Modern Warfare 3,Xbox 360 » Action » Shooter » First-Person » Modern,,
11/16/2011,Uncharted 3: Drake's Deception,PlayStation 3 » Action Adventure » Modern,,
11/9/2011,Battlefield 3,PlayStation 3 » Action » Shooter » First-Person » Modern,,
11/2/2011,Batman: Arkham City,Xbox 360 » Action Adventure » Fantasy,,
10/26/2011,Kinect,Xbox 360 » Peripheral,,
10/19/2011,Rage,Xbox 360 » Action » Shooter » First-Person » Modern,,
10/12/2011,Hard Reset,PC » Action » Shooter » First-Person » Sci-Fi,,
10/5/2011,Gears of War 3,Xbox 360 » Action » Shooter » Third-Person » Sci-Fi,,
9/28/2011,Resistance 3,PlayStation 3 » Action » Shooter » First-Person » Modern,,
9/21/2011,Dead Island,PlayStation 3 » Action Adventure » Horror,,
9/14/2011,Driver: San Francisco,Xbox 360 » Driving » Mission-based,,
9/7/2011,Deus Ex: Human Revolution,PC » Action Adventure » Sci-Fi,,
8/31/2011,Deus Ex,PC » Action RPG » Sci-fi,,
8/24/2011,Red Faction: Armageddon,Xbox 360 » Action » Shooter » Third-Person » Sci-Fi,,
8/17/2011,Catherine,PlayStation 3 » Action Adventure » Horror,,
8/10/2011,Bastion and From Dust,"XBLA » Role-Playing » Action RPG (Bastion), XBLA » Strategy » General (From Dust)",,
8/3/2011,Call of Juarez: The Cartel,PC » Action » Shooter » First-Person » Modern,,
7/27/2011,The Legend of Zelda: Ocarina of Time 3D,3DS » Action Adventure » Fantasy,,
7/20/2011,F.E.A.R. 3,Xbox 360 » Action » Shooter » First-Person » Sci-Fi,,
7/13/2011,Shadows of the Damned,Xbox 360 » Action Adventure » Horror,,
7/6/2011,Alice: Madness Returns,PC » Action Adventure » Horror,,
6/29/2011,InFamous 2,PlayStation 3 » Action Adventure » Sci-Fi,,
6/22/2011,Duke Nukem Forever (for real this time),Xbox 360 » Action » Shooter » First-Person » Sci-Fi,,
6/15/2011,Hunted: The Demon's Forge,Xbox 360 » Action Adventure » Fantasy,,
6/8/2011,The Witcher 2,PC » Role-Playing » Action RPG,,
6/1/2011,L.A. Noire,Xbox 360 » Adventure » Third-Person » Modern,,
5/25/2011,Brink,Xbox 360 » Action » Shooter » First-Person » Sci-Fi,,
5/18/2011,Mortal Kombat,PlayStation 3 » Action » Fighting » 2D,,
5/11/2011,Castlevania: Symphony of the Night,PlayStation / XBLA » Action » Platformer » 2D,,
5/4/2011,Portal 2,PC » Puzzle » First-Person » Shooter,,
4/27/2011,Nintendo 3DS,N/A,,
4/20/2011,Crysis 2,PC » Action » Shooter,,
4/13/2011,Yakuza 4,PlayStation 3 » Action Adventure » Modern,,
4/6/2011,Pokémon White,DS » RPG,,
3/30/2011,Dragon Age II,PC » Role-Playing » Fantasy,,
3/23/2011,Kirby's Epic Yarn,Wii » Platformer » 2D,,
3/16/2011,Killzone 3,PlayStation 3 » Action » Shooter » First-Person,,
3/9/2011,Bulletstorm,Xbox 360 » Action » Shooter,,
3/2/2011,Two Worlds II,PC » Role-Playing,,
2/23/2011,MindJack,PlayStation 3 » Action » Shooter » Third-Person,,
2/16/2011,DC Universe Online,PC » Role-Playing » Massively Multiplayer Online » Fantasy,,
2/9/2011,Dead Space 2,PlayStation 3 » Action » Shooter » Third-Person » Sci-Fi,,
2/2/2011,A Shadow's Tale(Lost in Shadow),Wii » Platformer » 2D » Puzzle,,
1/26/2011,Minecraft,PC » Adventure » Sandbox,,
1/19/2011,Fable III,Xbox 360 » Role-Playing » Action RPG,,
1/12/2011,World of Warcraft: Cataclysm,PC » MMORPG,,
1/5/2011,Top 5 of 2010,N/A,,
12/29/2010,Holiday 2010,Clip Show,,
12/22/2010,Epic Mickey,Wii » Action Adventure,,
12/15/2010,Splatterhouse,PlayStation 3 » Action Adventure » Horror,,
12/8/2010,Assassin's Creed: Brotherhood,PlayStation 3 » Action Adventure » Historic,,
12/1/2010,iPhone Games,iOS » Puzzle/Arcade,,
11/24/2010,Call of Duty: Black Ops,PlayStation 3 » Action » Shooter » First-Person,,
11/17/2010,Star Wars: The Force Unleashed II,Xbox 360 » Action » General,,
11/10/2010,Fallout: New Vegas,PC » Role-Playing Game » First-person,,
11/3/2010,Enslaved: Odyssey to the West,Xbox 360 » Action-Adventure » Platformer,,
10/27/2010,Castlevania: Lords of Shadow,Xbox 360 » Action-Adventure » Fantasy,,
10/20/2010,Spider-Man: Shattered Dimensions,PlayStation 3 » Action-Adventure,,
10/13/2010,Dead Rising 2,Xbox 360 » Action » RPG,,
10/6/2010,Halo: Reach,Xbox 360 » Action » Shooter » First-Person » Sci-Fi,,
9/29/2010,Amnesia: The Dark Descent,PC » Adventure » Survival Horror » First-Person,,
9/24/2010,Video Game Voters Network,Public Service Announcement,,
9/22/2010,Metroid: Other M,Wii » Action-adventure,,
9/15/2010,Mafia II,PC » Action-adventure » Shooter » Third-Person,,
9/8/2010,Kane & Lynch 2: Dog Days,PC » Action » Shooter » Third-Person,,
8/25/2010,Transformers: War for Cybertron,PlayStation 3 » Action » Shooter » Third-Person » Sci-Fi,,
8/18/2010,Split Second: Velocity,PlayStation 3 » Racing,,
8/11/2010,Shadow of the Colossus,PlayStation 2 » Action-adventure,,
8/4/2010,DeathSpank & Limbo,"Xbox 360 » Action » RPG » Hack and slash (DeathSpank), Xbox 360 » Platformer » Puzzle (Limbo)",,
7/28/2010,Crackdown 2,Xbox 360 » Action » Sandbox » Shooter » Third-person,,
7/21/2010,Singularity,PC » Action » Shooter » First-Person » Sci-Fi,,
7/14/2010,Super Mario Galaxy 2,Wii » Action » Platformer » 3D,,
7/7/2010,No More Heroes 2: Desperate Struggle,Wii » Action » Hack-and-Slash,,
6/30/2010,E3 2010,N/A,,
6/23/2010,Prince of Persia: The Forgotten Sands,PlayStation 3 » Action Adventure » Fantasy,,
6/16/2010,Alpha Protocol,Xbox 360 » Action RPG » Espionage,,
6/9/2010,Red Dead Redemption,PlayStation 3 » Action Adventure » Western,,
6/2/2010,Alan Wake,Xbox 360 » Action » Psychological Thriller,,
5/26/2010,Monster Hunter Tri,Wii » Action RPG,,
5/19/2010,Dead to Rights: Retribution,PlayStation 3 » Action,,
5/12/2010,Nier,PlayStation 3 » Action RPG,,
5/5/2010,Splinter Cell: Conviction,Xbox 360 » Action Adventure » Modern,,
4/28/2010,Silent Hill: Shattered Memories,Wii » Action Adventure » Horror,,
4/21/2010,Just Cause 2,PlayStation 3 » Action Adventure » Modern,,
4/14/2010,Red Steel 2,Wii » Action » Shooter » First-Person » Modern,,
4/7/2010,God of War III,PlayStation 3 » Action Adventure » Fantasy,,
4/1/2010,April Fools 2010,N/A,,
3/31/2010,Final Fantasy XIII,Xbox 360 » Role-Playing » Console-style RPG,,
3/24/2010,Battlefield: Bad Company 2,PlayStation 3 » Action » Shooter » First-Person » Modern,,
3/17/2010,Heavy Rain,PlayStation 3 » Adventure » Third-Person » Modern,,
3/10/2010,Aliens vs Predator,PlayStation 3 » Action » General,,
3/3/2010,BioShock 2,PlayStation 3 » Action » Shooter » First-Person » Sci-Fi,,
2/24/2010,Dante's Inferno,PlayStation 3 » Action » Beat-'Em-Up,,
2/17/2010,Mass Effect 2,Xbox 360 » Role-Playing » Action RPG,,
2/10/2010,Borderlands,PC » Action » Shooter » First-Person » Sci-Fi,,
2/3/2010,Dark Void,PlayStation 3 » Action » General,,
1/27/2010,Bayonetta,PlayStation 3 » Action » Beat-'Em-Up,,
1/20/2010,Darksiders,PlayStation 3 » Action Adventure » Modern,,
1/13/2010,Torchlight,PC » Role-Playing » Action RPG,,
1/6/2010,Awards for 2009,N/A,,
12/30/2009,The Saboteur,PlayStation 3 » Action Adventure » Historic,,
12/23/2009,Holiday 2009,N/A,,
12/16/2009,Demon's Souls,PlayStation 3 » Role-Playing » Action RPG,,
12/9/2009,Left 4 Dead 2 & New Super Mario Bros. Wii,Xbox 360 » Action » Shooter » First-Person » Sci-Fi & Wii » Action » Platformer » 2D,,
12/2/2009,Assassin's Creed 2,PlayStation 3 » Action Adventure » Historic,,
11/25/2009,Call of Duty: Modern Warfare 2,Xbox 360 » Action » Shooter » First-Person » Modern,,
11/18/2009,Dragon Age: Origins,PC » Role-Playing » PC-style RPG,,
11/11/2009,Uncharted 2: Among Thieves,PlayStation 3 » Action Adventure » Modern,,
11/4/2009,Washington D.C.,N/A,,
10/28/2009,Brutal Legend,Xbox 360 » Action » General,,
10/21/2009,Mario & Luigi: Bowser's Inside Story,DS » Role-Playing » Action RPG,,
10/14/2009,Wet,PlayStation 3 » Action » Shooter » Third-Person » Modern,,
10/7/2009,Scribblenauts,DS » Miscellaneous » Puzzle » General,,
9/30/2009,Darkest of Days,Xbox 360 » Action » Shooter » First-Person » Sci-Fi,,
9/23/2009,Beatles Rock Band & Guitar Hero 5,PlayStation 3 » Miscellaneous » Rhythm » Music & Xbox 360 » Miscellaneous » Rhythm » Music,,
9/16/2009,Batman Arkham Asylum,PlayStation 3 » Action Adventure » Fantasy,,
9/9/2009,Wolfenstein,Xbox 360 » Action » Shooter » First-Person » Historic,,
9/2/2009,Tales of Monkey Island,PC » Adventure » General,,
8/26/2009,2.5-D Hoedown,"Xbox 360 » Action » General ('Splosion Man), PC » Action Adventure » Fantasy (Trine)",,
8/19/2009,Silent Hill 2,PlayStation 2 » Action Adventure » Horror,,
8/12/2009,The Conduit,Wii » Action » Shooter » First-Person » Sci-Fi,,
8/5/2009,Call of Juarez: Bound in Blood,PlayStation 3 » Action » Shooter » First-Person » Historic,,
7/29/2009,Wii Sports Resort,Wii » Sports » General,,
7/22/2009,Red Faction Guerrilla,Xbox 360 » Action » Shooter » Third-Person » Sci-Fi,,
7/15/2009,Overlord 2,PC » Action Adventure » Fantasy,,
7/8/2009,Ghostbusters: The Video Game,Xbox 360 » Action » General,,
7/1/2009,The Sims 3,PC » Miscellaneous » Virtual Life,,
6/24/2009,Prototype,Xbox 360 » Action Adventure » Sci-Fi,,
6/17/2009,The Second Annual E3 Hype Massacre,N/A,,
6/10/2009,inFamous,PlayStation 3 » Action Adventure » Sci-Fi,,
6/3/2009,Bionic Commando,PlayStation 3 » Adventure » Third-Person » Sci-Fi,,
5/27/2009,Duke Nukem Forever,PlayStation 3 » Shooter » First-Person » Real-Time Strategy » Typing Tutor » Cooking Simulation,,
5/20/2009,Velvet Assassin,Xbox 360 » Action » Shooter » Third-Person » Tactical » Historic,,
5/13/2009,Valkyria Chronicles,PlayStation 3 » Role-Playing » Action RPG,,
5/6/2009,The Chronicles of Riddick: Assault on Dark Athena,PlayStation 3 » Action » Shooter » First-Person » Sci-Fi,,
4/29/2009,Siren: Blood Curse,PlayStation 3 » Action Adventure » Horror,,
4/22/2009,Tom Clancy's H.A.W.X,PlayStation 3 » Action » Flight,,
4/15/2009,MadWorld,Wii » Action » Beat-'Em-Up,,
4/8/2009,Grand Theft Auto: Chinatown Wars,DS » Action Adventure » Modern,,
4/1/2009,X-Blades/Halo Wars,"Xbox 360 » Action » Beat-'Em-Up (X-Blades), Xbox 360 » Strategy » Real-Time » Sci-Fi (Halo Wars)",,
3/25/2009,Resident Evil 5,Xbox 360 » Action Adventure » Horror,,
3/18/2009,50 Cent: Blood on the Sand,PlayStation 3 » Action » Shooter » Third-Person » Modern,,
3/11/2009,The House of the Dead: Overkill,Wii » Action » Shooter » Light Gun,,
3/5/2009,Spider-Man: Web of Shadows,Xbox 360 » Action » General,,
2/25/2009,F.E.A.R. 2,PlayStation 3 » Action » Shooter » First-Person » Modern,,
2/18/2009,Skate 2,PlayStation 3 » Sports » Alternative » Skateboarding,,
2/11/2009,Thief: The Dark Project,PC » Action Adventure » Fantasy,,
2/4/2009,LittleBigPlanet,PlayStation 3 » Action » Platformer » 2D,,
1/28/2009,Gears of War 2,Xbox 360 » Action » Shooter » Third-Person » Sci-Fi,,
1/21/2009,Far Cry 2,PlayStation 3 » Action » Shooter » First-Person » Modern,,
1/14/2009,Tomb Raider: Underworld,PlayStation 3 » Action Adventure » Modern,,
1/7/2009,Awards for 2008,N/A,,
12/31/2008,Prince of Persia,Xbox 360 » Action Adventure » Fantasy,,
12/24/2008,The Year in Review - 2008,Clip Show,,
12/17/2008,Sonic Unleashed,Wii » Action » Platformer » 3D,,
12/10/2008,Left 4 Dead,PC » Action » Shooter » First-Person » Sci-Fi,,
12/3/2008,Mirror's Edge,PlayStation 3 » Action » Shooter » First-Person » Modern,,
11/26/2008,Guitar Hero: World Tour,Xbox 360 » Miscellaneous » Rhythm » Music,,
11/19/2008,Fallout 3,PC » Role-Playing » First-Person,,
11/12/2008,Fable II,Xbox 360 » Role-Playing » Action RPG,,
11/5/2008,Dead Space,PlayStation 3 » Action » Shooter » Third-Person » Sci-Fi,,
10/29/2008,Saints Row 2,Xbox 360 » Action Adventure » Modern,,
10/22/2008,Silent Hill: Homecoming,PlayStation 3 » Action Adventure » Horror,,
10/15/2008,S.T.A.L.K.E.R.: Clear Sky,PC » Action » Shooter » First-Person » Sci-Fi,,
10/8/2008,Star Wars: The Force Unleashed,Wii » Action » General,,
10/1/2008,Mercenaries 2: World in Flames,PlayStation 3 » Action Adventure » Modern,,
9/24/2008,XBLA Double Bill,"Xbox 360 » Action » Platformer » 2D (Bionic Commando Rearmed), Xbox 360 » Action » Beat-'Em-Up (Castle Crashers)",,
9/17/2008,Spore,PC » Strategy » Breeding/Constructing,,
9/10/2008,Too Human,Xbox 360 » Action Adventure » Sci-Fi,,
9/3/2008,EVE Online,PC » Role-Playing » Massively Multiplayer Online » Sci-Fi,,
8/27/2008,Braid,Xbox 360 » Action » Platformer » 2D,,
8/20/2008,Soulcalibur IV,PlayStation 3 » Action » Fighting » 3D,,
8/13/2008,Prince of Persia Retrospective,"PlayStation 2 » Action Adventure » Fantasy (The Sands of Time), PlayStation 2 » Action Adventure » Fantasy (Warrior Within), PlayStation 2 » Action Adventure » Fantasy (The Two Thrones)",,
8/6/2008,Ninja Gaiden II,Xbox 360 » Action Adventure » Fantasy,,
7/30/2008,The E3 Trailer Park,N/A,,
7/23/2008,Age of Conan: Hyborian Adventures,PC » Role-Playing » Massively Multiplayer Online » Fantasy,,
7/16/2008,Alone in the Dark,Xbox 360 » Action Adventure » Horror,,
7/9/2008,Lego Indiana Jones: The Original Adventures,Xbox 360 » Adventure » General,,
7/2/2008,Webcomics,N/A,Centerfold - The J. Geils Band,Pictures of Matchstick Men - Status Quo
6/25/2008,Metal Gear Solid 4,PlayStation 3 » Action Adventure » Modern,Confused - Lenny Kravitz,Old Before I Die - Robbie Williams
6/18/2008,Haze,PlayStation 3 » Action » Shooter » First-Person » Modern,Because I Got High - Afroman,Idiot Drugs - White Rose Movement
6/4/2008,The Elder Scrolls IV: Oblivion,PC » Role-Playing » First-Person,The Village Green Preservation Society - The Kinks,It's Raining Again- Supertramp
5/28/2008,The World Ends With You,DS » Role-Playing » Action RPG,Dedicated Follower of Fashion - The Kinks,It's the End of the World as We Know It (And I Feel Fine) - R.E.M.
5/21/2008,Painkiller,PC » Action » Shooter » First-Person » Fantasy,Stairway to Heaven - Led Zeppelin,Detachable Penis- King Missile
5/14/2008,Grand Theft Auto IV,Xbox 360 » Action Adventure » Modern,Bože pravde - Serbian national anthem,18 and Life - Skid Row
5/7/2008,Mailbag Showdown(focusing on Super Smash Bros. Brawl),N/A,Please Mr. Postman - The Marvelettes,Letter from America - The Proclaimers
4/30/2008,God of War: Chains of Olympus,PSP » Action Adventure » Fantasy,Kill Everybody - Stone Sour,Angry - Matchbox Twenty
4/23/2008,Super Smash Bros. Brawl,Wii » Action » Fighting » 3D,Eye of the Tiger - Survivor,Minority - Green Day
4/16/2008,Condemned 2: Bloodshot,PlayStation 3 » Action Adventure » Horror,Ghost Town - The Specials,Hit Me With Your Rhythm Stick - Ian Dury and The Blockheads
4/9/2008,No More Heroes,Wii » Action » Beat-'Em-Up,"No More Heroes - The Stranglers(Song ends halfway through opening, Yahtzee comments, ""No, no, that's a bit too obvious."")",Assassin - Muse
4/2/2008,Army of Two,PlayStation 3 » Action » Shooter » Third-Person » Modern,Two Little Boys - Rolf Harris,You're My Best Friend - Queen
3/26/2008,Zack & Wiki: Quest for Barbaros' Treasure,Wii » Adventure » General,Captain Pugwash Theme - Tom Edmundson,Beast of Burden - The Rolling Stones
3/19/2008,Turok,PlayStation 3 » Action » Shooter » First-Person » Sci-Fi,Theme From Jurassic Park - John Williams,Through These Eyes - Social Distortion
3/12/2008,Burnout: Paradise,PlayStation 3 » Driving » Racing » Arcade,Crash into Me - Dave Matthews Band,"Live Fast, Die Young - The Devotchkas"
3/5/2008,Devil May Cry 4,Xbox 360 » Action » Shooter » Third-Person » Fantasy,Sympathy For The Devil - The Rolling Stones,Weapon of Choice - Fatboy Slim
2/27/2008,Uncharted: Drake's Fortune,PlayStation 3 » Action Adventure » Modern,Gold - Spandau Ballet,Ebony and Ivory - Stevie Wonderand Paul McCartney
2/21/2008,Yahtzee Goes to GDC,N/A,The Entertainer - Scott Joplin,The Entertainer - Scott Joplin
2/13/2008,SimCity Societies,PC » Strategy » City Building » Modern,Living for the City - Stevie Wonder,Highway to Hell - AC/DC
2/6/2008,Call of Duty 4: Modern Warfare,Xbox 360 » Action » Shooter » First-Person » Modern,Seven Nation Army - The White Stripes,""" Killing in the Name - Rage Against the Machine"
1/30/2008,Resident Evil: The Umbrella Chronicles,Wii » Action » Shooter » Rail,Shoot Shoot - Dio,Runaway Train - Soul Asylum
1/23/2008,The Witcher,PC » Role-Playing » Action RPG,Pretty Fly (For a White Guy) - The Offspring,Beast and the Harlot - Avenged Sevenfold
1/16/2008,Crysis,PC » Action » Shooter » First-Person » Sci-Fi,Island in the Sun - Weezer,Dance Commander - Electric Six
1/9/2008,Silent Hill: Origins,PSP » Action Adventure » Horror,It's Oh So Quiet - Björk,Just - Radiohead
1/2/2008,Super Mario Galaxy,Wii » Action » Platformer » 3D,Fly Me to the Moon - Frank Sinatra,Walkin' on the Sun - Smash Mouth
12/19/2007,Mass Effect,PC » Role-Playing » Action RPG,A Little Less Conversation - Elvis Presley,Spaceman - Babylon Zoo
12/12/2007,Guitar Hero III: Legends of Rock,PlayStation 3 » Miscellaneous » Rhythm » Music,I Wanna Be Sedated - Ramones,Cliffs of Dover - Eric Johnson
12/5/2007,Assassin's Creed,PlayStation 3 » Action Adventure » Historic,I Fought The Law - The Clash,Yakety Sax - Boots Randolph
11/28/2007,F.E.A.R. Perseus Mandate,PC » Action » Shooter » First-Person » Modern,"Ghostbusters - Ray Parker, Jr.",Yo Mamma - Butterfingers
11/14/2007,Clive Barker's Jericho,PC » Action Adventure » Horror,Monster Mash - Bobby Pickett,Blood - My Chemical Romance
11/7/2007,The Legend of Zelda: Phantom Hourglass,DS » Action Adventure » Fantasy,(I'd Like to Get You on a) Slow Boat to China - Benny Goodman,Dude (Looks Like a Lady) - Aerosmith
10/31/2007,Medal of Honor: Airborne,PlayStation 3 » Action » Shooter » First-Person » Historic,Civil War - Guns N' Roses,"America, Fuck Yeah - D.V.D.A"
10/24/2007,Super Paper Mario,Wii » Action » Platformer » 3D,Il Canto degli Italiani - Italian national anthem,Paper Roses - Anita Bryant
10/17/2007,The Orange Box,PC » Action » Shooter » First-Person » Sci-Fi,Itchycoo Park - Small Faces,Tribute - Tenacious D
10/10/2007,Tabula Rasa,PC » Role-Playing » Massively Multiplayer Online » Sci-Fi,It's the End of the World as We Know It (And I Feel Fine) - R.E.M.,Fantasy - The Levellers
10/3/2007,Halo 3,Xbox 360 » Action » Shooter » First-Person » Sci-Fi,Hello Goodbye - The Beatles,I Lost My Heart to a Starship Trooper - Sarah Brightman
9/26/2007,Peggle,PlayStation 3 » Miscellaneous » Puzzle » Action,Stay (Just a Little bit Longer) - The Four Seasons,Free Bird - Lynyrd Skynyrd
9/19/2007,Manhunt,PlayStation 2 » Action Adventure » Modern,"Sunshine, Lollipops, and Rainbows - Lesley Gore",Filmstar - Suede
9/12/2007,Tomb Raider: Anniversary,PlayStation 2 » Action Adventure » Modern,Going Underground - The Jam,Fat Bottomed Girls - Queen
9/5/2007,BioShock,PlayStation 3 » Action » Shooter » First-Person » Sci-Fi,Octopus's Garden - The Beatles,I Can't Decide - Scissor Sisters
8/29/2007,Console Rundown,N/A,War - Edwin Starr,In the Navy - Village People
8/22/2007,Psychonauts,PlayStation 2 » Action » Platformer » 3D,Purple Haze - Jimi Hendrix,I Believe I Can Fly - R. Kelly
8/15/2007,Heavenly Sword and Other Stuff(Resident Evil 5trailer),"PlayStation 3 » Action » Beat-'Em-Up (Heavenly Sword), Xbox 360 » Action Adventure » Horror (RE 5)",Spirit in the Sky - Norman Greenbaum,Turning Japanese- The Vapors
8/13/2007,Zero Punctuation (Episode),N/A,"""Superstition"" - Stevie Wonder",N/A
7/29/2007,Fable: the Lost Chapters,Xbox » Role-Playing » Action RPG,"""Götterdämmerung"" - Richard Wagner","""Heart Full of Black"" - Burning Brides"
7/24/2007,The Darkness Demo,PlayStation 3 » Action » Shooter » First-Person » Modern,"""Superstition"" - Stevie Wonder","""Section 12 (Hold Me Now)"" - The Polyphonic Spree"
